date,time_pt,demand,cover,difference
2019/08/29,06:00,0,0.0,0.0
2019/08/29,06:30,0,0.0,0.0
2019/08/29,07:00,25,25.0,0.0
2019/08/29,07:30,38,59.0,21.0
2019/08/29,08:00,67,70.0,3.0
2019/08/29,08:30,106,108.0,2.0
2019/08/29,09:00,138,142.0,4.0
2019/08/29,09:30,149,172.0,23.0
2019/08/29,10:00,154,172.0,18.0
2019/08/29,10:30,150,172.0,22.0
2019/08/29,11:00,144,147.0,3.0
2019/08/29,11:30,124,132.0,8.0
2019/08/29,12:00,95,146.0,51.0
2019/08/29,12:30,82,132.0,50.0
2019/08/29,13:00,87,89.0,2.0
2019/08/29,13:30,96,112.0,16.0
2019/08/29,14:00,113,160.0,47.0
2019/08/29,14:30,124,165.0,41.0
2019/08/29,15:00,127,170.0,43.0
2019/08/29,15:30,125,136.0,11.0
2019/08/29,16:00,125,136.0,11.0
2019/08/29,16:30,113,117.0,4.0
2019/08/29,17:00,100,106.0,6.0
2019/08/29,17:30,89,102.0,13.0
2019/08/29,18:00,80,83.0,3.0
2019/08/29,18:30,68,68.0,0.0
2019/08/29,19:00,46,68.0,22.0
2019/08/29,19:30,41,61.0,20.0
2019/08/29,20:00,35,61.0,26.0
2019/08/29,20:30,34,42.0,8.0
2019/08/29,21:00,35,42.0,7.0
2019/08/29,21:30,30,42.0,12.0
2019/08/29,22:00,27,32.0,5.0
2019/08/29,22:30,22,23.0,1.0
2019/08/29,23:00,17,23.0,6.0
2019/08/29,23:30,0,0.0,0.0
2019/08/30,00:00,0,0.0,0.0
2019/08/30,00:30,0,0.0,0.0
2019/08/30,01:00,0,0.0,0.0
2019/08/30,01:30,0,0.0,0.0
2019/08/30,02:00,0,0.0,0.0
2019/08/30,02:30,0,0.0,0.0
2019/08/30,03:00,0,0.0,0.0
2019/08/30,03:30,0,0.0,0.0
2019/08/30,04:00,0,0.0,0.0
2019/08/30,04:30,0,0.0,0.0
2019/08/30,05:00,0,0.0,0.0
2019/08/30,05:30,0,0.0,0.0
2019/08/30,06:00,0,0.0,0.0
2019/08/30,06:30,0,0.0,0.0
2019/08/30,07:00,24,24.0,0.0
2019/08/30,07:30,43,69.0,26.0
2019/08/30,08:00,69,74.0,5.0
2019/08/30,08:30,107,111.0,4.0
2019/08/30,09:00,141,145.0,4.0
2019/08/30,09:30,150,178.0,28.0
2019/08/30,10:00,154,178.0,24.0
2019/08/30,10:30,157,178.0,21.0
2019/08/30,11:00,145,154.0,9.0
2019/08/30,11:30,125,127.0,2.0
2019/08/30,12:00,94,122.0,28.0
2019/08/30,12:30,84,121.0,37.0
2019/08/30,13:00,87,92.0,5.0
2019/08/30,13:30,96,146.0,50.0
2019/08/30,14:00,115,159.0,44.0
2019/08/30,14:30,126,180.0,54.0
2019/08/30,15:00,127,180.0,53.0
2019/08/30,15:30,128,168.0,40.0
2019/08/30,16:00,127,135.0,8.0
2019/08/30,16:30,117,117.0,0.0
2019/08/30,17:00,106,112.0,6.0
2019/08/30,17:30,94,100.0,6.0
2019/08/30,18:00,84,85.0,1.0
2019/08/30,18:30,72,73.0,1.0
2019/08/30,19:00,51,64.0,13.0
2019/08/30,19:30,43,70.0,27.0
2019/08/30,20:00,37,70.0,33.0
2019/08/30,20:30,39,52.0,13.0
2019/08/30,21:00,41,52.0,11.0
2019/08/30,21:30,32,52.0,20.0
2019/08/30,22:00,29,30.0,1.0
2019/08/30,22:30,24,30.0,6.0
2019/08/30,23:00,19,30.0,11.0
2019/08/30,23:30,0,0.0,0.0
2019/08/31,00:00,0,0.0,0.0
2019/08/31,00:30,0,0.0,0.0
2019/08/31,01:00,0,0.0,0.0
2019/08/31,01:30,0,0.0,0.0
2019/08/31,02:00,0,0.0,0.0
2019/08/31,02:30,0,0.0,0.0
2019/08/31,03:00,0,0.0,0.0
2019/08/31,03:30,0,0.0,0.0
2019/08/31,04:00,0,0.0,0.0
2019/08/31,04:30,0,0.0,0.0
2019/08/31,05:00,0,0.0,0.0
2019/08/31,05:30,0,0.0,0.0
2019/08/31,06:00,0,0.0,0.0
2019/08/31,06:30,0,0.0,0.0
2019/08/31,07:00,24,38.0,14.0
2019/08/31,07:30,37,62.0,25.0
2019/08/31,08:00,57,72.0,15.0
2019/08/31,08:30,85,94.0,9.0
2019/08/31,09:00,112,119.0,7.0
2019/08/31,09:30,118,175.0,57.0
2019/08/31,10:00,126,175.0,49.0
2019/08/31,10:30,123,175.0,52.0
2019/08/31,11:00,116,126.0,10.0
2019/08/31,11:30,108,113.0,5.0
2019/08/31,12:00,92,128.0,36.0
2019/08/31,12:30,77,130.0,53.0
2019/08/31,13:00,82,87.0,5.0
2019/08/31,13:30,86,104.0,18.0
2019/08/31,14:00,92,113.0,21.0
2019/08/31,14:30,100,144.0,44.0
2019/08/31,15:00,99,131.0,32.0
2019/08/31,15:30,100,131.0,31.0
2019/08/31,16:00,95,107.0,12.0
2019/08/31,16:30,90,107.0,17.0
2019/08/31,17:00,83,97.0,14.0
2019/08/31,17:30,75,78.0,3.0
2019/08/31,18:00,65,66.0,1.0
2019/08/31,18:30,59,61.0,2.0
2019/08/31,19:00,38,58.0,20.0
2019/08/31,19:30,36,44.0,8.0
2019/08/31,20:00,32,44.0,12.0
2019/08/31,20:30,35,44.0,9.0
2019/08/31,21:00,36,44.0,8.0
2019/08/31,21:30,33,44.0,11.0
2019/08/31,22:00,27,44.0,17.0
2019/08/31,22:30,22,24.0,2.0
2019/08/31,23:00,19,19.0,0.0
2019/08/31,23:30,0,0.0,0.0
2019/09/01,00:00,0,0.0,0.0
2019/09/01,00:30,0,0.0,0.0
2019/09/01,01:00,0,0.0,0.0
2019/09/01,01:30,0,0.0,0.0
2019/09/01,02:00,0,0.0,0.0
2019/09/01,02:30,0,0.0,0.0
2019/09/01,03:00,0,0.0,0.0
2019/09/01,03:30,0,0.0,0.0
2019/09/01,04:00,0,0.0,0.0
2019/09/01,04:30,0,0.0,0.0
2019/09/01,05:00,0,0.0,0.0
2019/09/01,05:30,0,0.0,0.0
2019/09/01,06:00,0,0.0,0.0
2019/09/01,06:30,0,0.0,0.0
2019/09/01,07:00,21,35.0,14.0
2019/09/01,07:30,30,78.0,48.0
2019/09/01,08:00,51,83.0,32.0
2019/09/01,08:30,78,96.0,18.0
2019/09/01,09:00,102,103.0,1.0
2019/09/01,09:30,111,172.0,61.0
2019/09/01,10:00,111,172.0,61.0
2019/09/01,10:30,111,172.0,61.0
2019/09/01,11:00,103,125.0,22.0
2019/09/01,11:30,94,94.0,0.0
2019/09/01,12:00,83,123.0,40.0
2019/09/01,12:30,75,147.0,72.0
2019/09/01,13:00,79,83.0,4.0
2019/09/01,13:30,80,127.0,47.0
2019/09/01,14:00,90,134.0,44.0
2019/09/01,14:30,90,134.0,44.0
2019/09/01,15:00,92,157.0,65.0
2019/09/01,15:30,90,114.0,24.0
2019/09/01,16:00,91,114.0,23.0
2019/09/01,16:30,86,114.0,28.0
2019/09/01,17:00,78,109.0,31.0
2019/09/01,17:30,75,89.0,14.0
2019/09/01,18:00,67,76.0,9.0
2019/09/01,18:30,61,69.0,8.0
2019/09/01,19:00,42,89.0,47.0
2019/09/01,19:30,38,42.0,4.0
2019/09/01,20:00,33,42.0,9.0
2019/09/01,20:30,39,42.0,3.0
2019/09/01,21:00,39,42.0,3.0
2019/09/01,21:30,36,42.0,6.0
2019/09/01,22:00,30,31.0,1.0
2019/09/01,22:30,23,31.0,8.0
2019/09/01,23:00,18,31.0,13.0
2019/09/01,23:30,0,0.0,0.0
2019/09/02,00:00,0,0.0,0.0
2019/09/02,00:30,0,0.0,0.0
2019/09/02,01:00,0,0.0,0.0
2019/09/02,01:30,0,0.0,0.0
2019/09/02,02:00,0,0.0,0.0
2019/09/02,02:30,0,0.0,0.0
2019/09/02,03:00,0,0.0,0.0
2019/09/02,03:30,0,0.0,0.0
2019/09/02,04:00,0,0.0,0.0
2019/09/02,04:30,0,0.0,0.0
2019/09/02,05:00,0,0.0,0.0
2019/09/02,05:30,0,0.0,0.0
2019/09/02,06:00,0,0.0,0.0
2019/09/02,06:30,0,0.0,0.0
2019/09/02,07:00,28,37.0,9.0
2019/09/02,07:30,50,59.0,9.0
2019/09/02,08:00,77,82.0,5.0
2019/09/02,08:30,116,116.0,0.0
2019/09/02,09:00,161,167.0,6.0
2019/09/02,09:30,175,210.0,35.0
2019/09/02,10:00,181,210.0,29.0
2019/09/02,10:30,176,210.0,34.0
2019/09/02,11:00,167,173.0,6.0
2019/09/02,11:30,146,151.0,5.0
2019/09/02,12:00,115,131.0,16.0
2019/09/02,12:30,99,121.0,22.0
2019/09/02,13:00,99,101.0,2.0
2019/09/02,13:30,113,137.0,24.0
2019/09/02,14:00,132,147.0,15.0
2019/09/02,14:30,143,170.0,27.0
2019/09/02,15:00,145,164.0,19.0
2019/09/02,15:30,145,164.0,19.0
2019/09/02,16:00,141,142.0,1.0
2019/09/02,16:30,129,142.0,13.0
2019/09/02,17:00,117,119.0,2.0
2019/09/02,17:30,103,109.0,6.0
2019/09/02,18:00,92,94.0,2.0
2019/09/02,18:30,77,84.0,7.0
2019/09/02,19:00,50,72.0,22.0
2019/09/02,19:30,45,51.0,6.0
2019/09/02,20:00,37,51.0,14.0
2019/09/02,20:30,36,51.0,15.0
2019/09/02,21:00,38,51.0,13.0
2019/09/02,21:30,32,51.0,19.0
2019/09/02,22:00,28,51.0,23.0
2019/09/02,22:30,21,21.0,0.0
2019/09/02,23:00,15,21.0,6.0
2019/09/02,23:30,0,0.0,0.0
2019/09/03,00:00,0,0.0,0.0
2019/09/03,00:30,0,0.0,0.0
2019/09/03,01:00,0,0.0,0.0
2019/09/03,01:30,0,0.0,0.0
2019/09/03,02:00,0,0.0,0.0
2019/09/03,02:30,0,0.0,0.0
2019/09/03,03:00,0,0.0,0.0
2019/09/03,03:30,0,0.0,0.0
2019/09/03,04:00,0,0.0,0.0
2019/09/03,04:30,0,0.0,0.0
2019/09/03,05:00,0,0.0,0.0
2019/09/03,05:30,0,0.0,0.0
2019/09/03,06:00,0,0.0,0.0
2019/09/03,06:30,0,0.0,0.0
2019/09/03,07:00,25,25.0,0.0
2019/09/03,07:30,44,55.0,11.0
2019/09/03,08:00,74,82.0,8.0
2019/09/03,08:30,112,113.0,1.0
2019/09/03,09:00,148,149.0,1.0
2019/09/03,09:30,161,194.0,33.0
2019/09/03,10:00,170,194.0,24.0
2019/09/03,10:30,162,194.0,32.0
2019/09/03,11:00,150,169.0,19.0
2019/09/03,11:30,139,139.0,0.0
2019/09/03,12:00,106,126.0,20.0
2019/09/03,12:30,89,106.0,17.0
2019/09/03,13:00,88,89.0,1.0
2019/09/03,13:30,100,116.0,16.0
2019/09/03,14:00,122,136.0,14.0
2019/09/03,14:30,134,158.0,24.0
2019/09/03,15:00,138,164.0,26.0
2019/09/03,15:30,139,164.0,25.0
2019/09/03,16:00,126,134.0,8.0
2019/09/03,16:30,122,134.0,12.0
2019/09/03,17:00,107,111.0,4.0
2019/09/03,17:30,96,96.0,0.0
2019/09/03,18:00,88,89.0,1.0
2019/09/03,18:30,73,81.0,8.0
2019/09/03,19:00,53,72.0,19.0
2019/09/03,19:30,43,51.0,8.0
2019/09/03,20:00,36,51.0,15.0
2019/09/03,20:30,40,51.0,11.0
2019/09/03,21:00,39,51.0,12.0
2019/09/03,21:30,31,39.0,8.0
2019/09/03,22:00,26,28.0,2.0
2019/09/03,22:30,22,23.0,1.0
2019/09/03,23:00,18,23.0,5.0
2019/09/03,23:30,0,0.0,0.0
2019/09/04,00:00,0,0.0,0.0
2019/09/04,00:30,0,0.0,0.0
2019/09/04,01:00,0,0.0,0.0
2019/09/04,01:30,0,0.0,0.0
2019/09/04,02:00,0,0.0,0.0
2019/09/04,02:30,0,0.0,0.0
2019/09/04,03:00,0,0.0,0.0
2019/09/04,03:30,0,0.0,0.0
2019/09/04,04:00,0,0.0,0.0
2019/09/04,04:30,0,0.0,0.0
2019/09/04,05:00,0,0.0,0.0
2019/09/04,05:30,0,0.0,0.0
2019/09/04,06:00,0,0.0,0.0
2019/09/04,06:30,0,0.0,0.0
2019/09/04,07:00,25,30.0,5.0
2019/09/04,07:30,42,65.0,23.0
2019/09/04,08:00,73,75.0,2.0
2019/09/04,08:30,111,118.0,7.0
2019/09/04,09:00,140,156.0,16.0
2019/09/04,09:30,155,188.0,33.0
2019/09/04,10:00,158,188.0,30.0
2019/09/04,10:30,161,188.0,27.0
2019/09/04,11:00,147,158.0,11.0
2019/09/04,11:30,127,133.0,6.0
2019/09/04,12:00,98,135.0,37.0
2019/09/04,12:30,89,110.0,21.0
2019/09/04,13:00,89,93.0,4.0
2019/09/04,13:30,96,122.0,26.0
2019/09/04,14:00,120,147.0,27.0
2019/09/04,14:30,129,178.0,49.0
2019/09/04,15:00,129,159.0,30.0
2019/09/04,15:30,129,159.0,30.0
2019/09/04,16:00,124,124.0,0.0
2019/09/04,16:30,114,114.0,0.0
2019/09/04,17:00,100,104.0,4.0
2019/09/04,17:30,92,95.0,3.0
2019/09/04,18:00,81,84.0,3.0
2019/09/04,18:30,68,69.0,1.0
2019/09/04,19:00,48,49.0,1.0
2019/09/04,19:30,41,57.0,16.0
2019/09/04,20:00,35,57.0,22.0
2019/09/04,20:30,40,47.0,7.0
2019/09/04,21:00,38,47.0,9.0
2019/09/04,21:30,33,47.0,14.0
2019/09/04,22:00,26,27.0,1.0
2019/09/04,22:30,23,27.0,4.0
2019/09/04,23:00,18,19.0,1.0
2019/09/04,23:30,0,0.0,0.0
2019/09/05,00:00,0,0.0,0.0
2019/09/05,00:30,0,0.0,0.0
2019/09/05,01:00,0,0.0,0.0
2019/09/05,01:30,0,0.0,0.0
2019/09/05,02:00,0,0.0,0.0
2019/09/05,02:30,0,0.0,0.0
2019/09/05,03:00,0,0.0,0.0
2019/09/05,03:30,0,0.0,0.0
2019/09/05,04:00,0,0.0,0.0
2019/09/05,04:30,0,0.0,0.0
2019/09/05,05:00,0,0.0,0.0
2019/09/05,05:30,0,0.0,0.0
2019/09/05,06:00,0,0.0,0.0
2019/09/05,06:30,0,0.0,0.0
2019/09/05,07:00,25,25.0,0.0
2019/09/05,07:30,39,53.0,14.0
2019/09/05,08:00,68,83.0,15.0
2019/09/05,08:30,108,111.0,3.0
2019/09/05,09:00,140,142.0,2.0
2019/09/05,09:30,151,175.0,24.0
2019/09/05,10:00,156,175.0,19.0
2019/09/05,10:30,152,175.0,23.0
2019/09/05,11:00,146,150.0,4.0
2019/09/05,11:30,125,127.0,2.0
2019/09/05,12:00,96,111.0,15.0
2019/09/05,12:30,83,122.0,39.0
2019/09/05,13:00,88,99.0,11.0
2019/09/05,13:30,97,129.0,32.0
2019/09/05,14:00,115,146.0,31.0
2019/09/05,14:30,126,178.0,52.0
2019/09/05,15:00,129,174.0,45.0
2019/09/05,15:30,127,146.0,19.0
2019/09/05,16:00,127,146.0,19.0
2019/09/05,16:30,115,141.0,26.0
2019/09/05,17:00,102,111.0,9.0
2019/09/05,17:30,90,97.0,7.0
2019/09/05,18:00,81,81.0,0.0
2019/09/05,18:30,69,69.0,0.0
2019/09/05,19:00,47,67.0,20.0
2019/09/05,19:30,42,46.0,4.0
2019/09/05,20:00,36,46.0,10.0
2019/09/05,20:30,34,41.0,7.0
2019/09/05,21:00,35,41.0,6.0
2019/09/05,21:30,30,30.0,0.0
2019/09/05,22:00,27,30.0,3.0
2019/09/05,22:30,22,30.0,8.0
2019/09/05,23:00,17,30.0,13.0
2019/09/05,23:30,0,0.0,0.0
2019/09/06,00:00,0,0.0,0.0
2019/09/06,00:30,0,0.0,0.0
2019/09/06,01:00,0,0.0,0.0
2019/09/06,01:30,0,0.0,0.0
2019/09/06,02:00,0,0.0,0.0
2019/09/06,02:30,0,0.0,0.0
2019/09/06,03:00,0,0.0,0.0
2019/09/06,03:30,0,0.0,0.0
2019/09/06,04:00,0,0.0,0.0
2019/09/06,04:30,0,0.0,0.0
2019/09/06,05:00,0,0.0,0.0
2019/09/06,05:30,0,0.0,0.0
2019/09/06,06:00,0,0.0,0.0
2019/09/06,06:30,0,0.0,0.0
2019/09/06,07:00,24,30.0,6.0
2019/09/06,07:30,43,62.0,19.0
2019/09/06,08:00,70,82.0,12.0
2019/09/06,08:30,109,115.0,6.0
2019/09/06,09:00,143,145.0,2.0
2019/09/06,09:30,152,191.0,39.0
2019/09/06,10:00,156,191.0,35.0
2019/09/06,10:30,159,191.0,32.0
2019/09/06,11:00,147,161.0,14.0
2019/09/06,11:30,127,138.0,11.0
2019/09/06,12:00,95,136.0,41.0
2019/09/06,12:30,85,109.0,24.0
2019/09/06,13:00,88,91.0,3.0
2019/09/06,13:30,98,127.0,29.0
2019/09/06,14:00,117,159.0,42.0
2019/09/06,14:30,128,159.0,31.0
2019/09/06,15:00,129,175.0,46.0
2019/09/06,15:30,130,170.0,40.0
2019/09/06,16:00,129,143.0,14.0
2019/09/06,16:30,119,134.0,15.0
2019/09/06,17:00,108,114.0,6.0
2019/09/06,17:30,96,99.0,3.0
2019/09/06,18:00,85,93.0,8.0
2019/09/06,18:30,73,74.0,1.0
2019/09/06,19:00,52,74.0,22.0
2019/09/06,19:30,44,52.0,8.0
2019/09/06,20:00,37,52.0,15.0
2019/09/06,20:30,39,43.0,4.0
2019/09/06,21:00,41,43.0,2.0
2019/09/06,21:30,33,43.0,10.0
2019/09/06,22:00,30,33.0,3.0
2019/09/06,22:30,24,24.0,0.0
2019/09/06,23:00,19,24.0,5.0
2019/09/06,23:30,0,0.0,0.0
2019/09/07,00:00,0,0.0,0.0
2019/09/07,00:30,0,0.0,0.0
2019/09/07,01:00,0,0.0,0.0
2019/09/07,01:30,0,0.0,0.0
2019/09/07,02:00,0,0.0,0.0
2019/09/07,02:30,0,0.0,0.0
2019/09/07,03:00,0,0.0,0.0
2019/09/07,03:30,0,0.0,0.0
2019/09/07,04:00,0,0.0,0.0
2019/09/07,04:30,0,0.0,0.0
2019/09/07,05:00,0,0.0,0.0
2019/09/07,05:30,0,0.0,0.0
2019/09/07,06:00,0,0.0,0.0
2019/09/07,06:30,0,0.0,0.0
2019/09/07,07:00,24,29.0,5.0
2019/09/07,07:30,37,62.0,25.0
2019/09/07,08:00,57,69.0,12.0
2019/09/07,08:30,86,90.0,4.0
2019/09/07,09:00,113,121.0,8.0
2019/09/07,09:30,118,164.0,46.0
2019/09/07,10:00,126,164.0,38.0
2019/09/07,10:30,124,164.0,40.0
2019/09/07,11:00,116,135.0,19.0
2019/09/07,11:30,109,112.0,3.0
2019/09/07,12:00,93,123.0,30.0
2019/09/07,12:30,77,115.0,38.0
2019/09/07,13:00,82,84.0,2.0
2019/09/07,13:30,86,115.0,29.0
2019/09/07,14:00,93,133.0,40.0
2019/09/07,14:30,100,157.0,57.0
2019/09/07,15:00,100,146.0,46.0
2019/09/07,15:30,100,136.0,36.0
2019/09/07,16:00,95,113.0,18.0
2019/09/07,16:30,90,103.0,13.0
2019/09/07,17:00,84,90.0,6.0
2019/09/07,17:30,75,81.0,6.0
2019/09/07,18:00,66,72.0,6.0
2019/09/07,18:30,60,65.0,5.0
2019/09/07,19:00,39,65.0,26.0
2019/09/07,19:30,36,59.0,23.0
2019/09/07,20:00,32,59.0,27.0
2019/09/07,20:30,35,49.0,14.0
2019/09/07,21:00,36,49.0,13.0
2019/09/07,21:30,33,49.0,16.0
2019/09/07,22:00,28,37.0,9.0
2019/09/07,22:30,22,25.0,3.0
2019/09/07,23:00,19,25.0,6.0
2019/09/07,23:30,0,0.0,0.0
2019/09/08,00:00,0,0.0,0.0
2019/09/08,00:30,0,0.0,0.0
2019/09/08,01:00,0,0.0,0.0
2019/09/08,01:30,0,0.0,0.0
2019/09/08,02:00,0,0.0,0.0
2019/09/08,02:30,0,0.0,0.0
2019/09/08,03:00,0,0.0,0.0
2019/09/08,03:30,0,0.0,0.0
2019/09/08,04:00,0,0.0,0.0
2019/09/08,04:30,0,0.0,0.0
2019/09/08,05:00,0,0.0,0.0
2019/09/08,05:30,0,0.0,0.0
2019/09/08,06:00,0,0.0,0.0
2019/09/08,06:30,0,0.0,0.0
2019/09/08,07:00,21,28.0,7.0
2019/09/08,07:30,30,70.0,40.0
2019/09/08,08:00,51,70.0,19.0
2019/09/08,08:30,78,86.0,8.0
2019/09/08,09:00,102,102.0,0.0
2019/09/08,09:30,110,163.0,53.0
2019/09/08,10:00,111,163.0,52.0
2019/09/08,10:30,110,163.0,53.0
2019/09/08,11:00,103,135.0,32.0
2019/09/08,11:30,93,93.0,0.0
2019/09/08,12:00,83,107.0,24.0
2019/09/08,12:30,75,131.0,56.0
2019/09/08,13:00,78,79.0,1.0
2019/09/08,13:30,79,103.0,24.0
2019/09/08,14:00,90,126.0,36.0
2019/09/08,14:30,90,126.0,36.0
2019/09/08,15:00,92,143.0,51.0
2019/09/08,15:30,90,96.0,6.0
2019/09/08,16:00,91,96.0,5.0
2019/09/08,16:30,86,96.0,10.0
2019/09/08,17:00,78,96.0,18.0
2019/09/08,17:30,74,74.0,0.0
2019/09/08,18:00,67,77.0,10.0
2019/09/08,18:30,61,61.0,0.0
2019/09/08,19:00,42,61.0,19.0
2019/09/08,19:30,38,45.0,7.0
2019/09/08,20:00,33,45.0,12.0
